customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity,TechSupport
9188-LHMNF,Male,0,No,Yes,53,Month-to-month,No,Mailed check,82.35,4371.32,No,No,No
7341-TJGTJ,Male,0,No,Yes,2,One year,Yes,Electronic check,112.58,197.58,No,Yes,No
2467-AIECR,Female,1,No,Yes,21,Two year,No,Bank transfer (automatic),64.99,1362.13,No,Yes,No
8872-ESMXI,Female,0,No,No,59,One year,Yes,Mailed check,73.6,4307.41,No,No,No
9110-HVGVI,Male,0,Yes,No,61,Month-to-month,No,Mailed check,48.91,2946.18,Yes,No,No
1253-KKMCQ,Male,0,No,No,45,Month-to-month,Yes,Mailed check,58.97,2688.75,No,Yes,Yes
1877-WMMDK,Male,0,No,Yes,55,One year,No,Electronic check,50.33,2760.61,Yes,No,Yes
8741-GCJCZ,Female,0,No,No,18,Two year,No,Mailed check,29.69,623.58,Yes,No,No
5743-OEEGF,Female,0,Yes,No,29,One year,Yes,Bank transfer (automatic),79.65,2329.59,No,No,No
0230-LIDUG,Male,1,Yes,No,29,Month-to-month,No,Credit card (automatic),100.35,2992.69,Yes,No,No
3225-XIOHA,Female,0,Yes,No,64,Two year,No,Mailed check,73.49,4740.15,No,Yes,No
2478-CPHTC,Female,0,Yes,Yes,70,One year,No,Electronic check,20.38,1401.81,No,No,Yes
0447-EDHOF,Female,0,Yes,Yes,27,Month-to-month,Yes,Electronic check,107.22,2882.52,Yes,No,No
7900-ZJXRL,Male,0,No,No,32,Month-to-month,No,Electronic check,109.11,3468.35,No,No,No
4857-JDLSG,Male,0,Yes,Yes,35,Month-to-month,No,Electronic check,26.33,870.2,No,Yes,Yes
7784-ZVMDQ,Female,0,No,Yes,60,One year,Yes,Mailed check,68.28,4022.44,No,Yes,No
9422-IAXWJ,Female,0,Yes,Yes,66,One year,Yes,Credit card (automatic),29.05,1878.99,No,Yes,No
0174-RWUFG,Male,0,No,Yes,41,Month-to-month,Yes,Mailed check,67.28,2777.81,No,Yes,No
6482-RXSEN,Female,0,Yes,No,72,Month-to-month,Yes,Electronic check,63.74,4605.22,No,Yes,No
3527-RPSAZ,Male,0,No,No,28,One year,No,Bank transfer (automatic),108.79,3170.65,No,Yes,No
8243-AGZZK,Female,0,No,No,16,One year,Yes,Bank transfer (automatic),71.63,1195.4,No,No,Yes
0923-BRULI,Male,0,Yes,No,37,Month-to-month,No,Mailed check,49.98,1835.18,Yes,Yes,No
1476-PDIKH,Female,0,No,No,39,One year,Yes,Bank transfer (automatic),63.44,2443.66,No,Yes,No
6778-FBTJS,Male,0,No,No,16,Two year,No,Mailed check,68.62,1125.05,No,No,Yes
2614-JCZZJ,Male,0,Yes,No,28,Month-to-month,Yes,Electronic check,86.18,2328.98,No,No,Yes
4564-GCMIT,Female,0,No,Yes,22,Two year,Yes,Mailed check,89.62,1920.55,No,No,No
8035-QOHZP,Male,0,No,No,20,Month-to-month,No,Bank transfer (automatic),47.73,960.37,No,No,No
7598-HQJJJ,Female,0,Yes,Yes,0,Month-to-month,Yes,Mailed check,113.37,0.0,No,Yes,No
3681-FOIAQ,Female,0,No,Yes,66,Two year,Yes,Mailed check,20.76,1315.98,No,Yes,No
8770-YVDKC,Female,0,No,No,55,One year,No,Electronic check,24.61,1301.39,No,No,Yes
3536-DFCYD,Male,0,No,No,11,Month-to-month,Yes,Bank transfer (automatic),98.36,1092.48,Yes,No,Yes
7154-ZVBDR,Female,1,No,No,60,Month-to-month,No,Mailed check,105.93,6388.68,No,No,No
5360-IKURS,Male,0,Yes,No,18,Month-to-month,No,Bank transfer (automatic),104.12,1797.17,Yes,No,No
8165-NDAMW,Male,0,No,No,64,Month-to-month,Yes,Mailed check,114.8,7399.38,No,Yes,No
8052-BHUMK,Male,0,No,Yes,58,Month-to-month,Yes,Bank transfer (automatic),91.39,5231.86,No,No,No
1967-SPZYI,Male,0,Yes,No,16,Two year,Yes,Electronic check,41.43,710.94,No,No,No
2083-QXHMA,Female,0,No,Yes,3,Month-to-month,No,Mailed check,83.4,195.63,Yes,No,Yes
6593-FSTYQ,Male,0,No,No,20,One year,Yes,Electronic check,83.49,1777.7,No,Yes,Yes
3229-UCZWF,Male,1,Yes,Yes,64,Month-to-month,Yes,Bank transfer (automatic),87.61,5669.22,No,No,No
8795-DWKDI,Male,0,No,No,2,One year,Yes,Electronic check,94.98,132.08,No,No,Yes
0831-OMCWB,Female,0,Yes,No,57,Month-to-month,Yes,Electronic check,80.59,4586.7,Yes,No,No
0957-THRTM,Male,0,Yes,Yes,11,Month-to-month,No,Mailed check,56.31,598.26,No,No,Yes
9583-GAOIL,Female,0,Yes,No,67,Two year,No,Electronic check,92.8,6300.06,No,Yes,No
1210-SNQLK,Female,0,No,No,63,Month-to-month,No,Credit card (automatic),50.89,3118.1,Yes,No,No
7113-DTGEQ,Male,1,Yes,No,71,One year,Yes,Bank transfer (automatic),91.6,6453.15,No,No,Yes
6120-ELNKJ,Male,0,No,No,52,Month-to-month,Yes,Bank transfer (automatic),58.63,3006.24,No,No,Yes
4750-JKUME,Male,1,No,No,52,Two year,Yes,Bank transfer (automatic),100.39,5182.38,No,No,No
2935-IACOU,Male,0,No,No,0,Month-to-month,No,Bank transfer (automatic),64.67,0.0,No,No,No
2932-WJEWH,Female,0,No,No,29,Month-to-month,Yes,Electronic check,108.01,3118.92,No,No,Yes
8966-WDGWB,Male,0,No,No,41,One year,Yes,Mailed check,70.44,2832.52,No,No,No
4726-DXUQD,Female,0,No,Yes,50,Month-to-month,No,Bank transfer (automatic),61.71,3119.55,No,Yes,No
3575-MSLBH,Female,0,No,No,17,Month-to-month,No,Bank transfer (automatic),67.07,1133.66,No,No,No
1688-GEFRV,Female,0,Yes,Yes,67,One year,No,Electronic check,62.7,4187.23,No,No,Yes
9967-JXWUJ,Female,1,No,No,43,Two year,No,Credit card (automatic),41.21,1698.6,No,Yes,No
2248-XDIUJ,Female,0,No,No,69,Month-to-month,No,Mailed check,93.52,6412.7,No,No,No
2712-EEEWC,Female,0,Yes,No,7,One year,Yes,Credit card (automatic),78.7,494.89,No,No,No
6505-MSEWS,Male,1,No,No,24,Month-to-month,Yes,Mailed check,45.99,1144.47,No,No,No
9363-IZGIK,Male,1,No,No,25,One year,Yes,Bank transfer (automatic),26.67,658.55,No,No,No
6612-QCQTJ,Female,0,No,No,59,Two year,No,Bank transfer (automatic),94.93,5535.04,No,Yes,No
2226-UOALC,Male,0,No,Yes,10,Month-to-month,No,Bank transfer (automatic),104.37,971.97,Yes,No,Yes
1613-ATWGW,Male,0,Yes,Yes,16,Two year,Yes,Electronic check,75.24,1258.91,No,Yes,No
6996-KCATF,Male,1,No,Yes,59,Month-to-month,Yes,Bank transfer (automatic),94.61,5561.69,Yes,No,No
5407-OOMDP,Male,0,Yes,Yes,15,Month-to-month,No,Mailed check,74.77,1131.52,Yes,Yes,No
1374-KZJHV,Male,0,No,No,32,Month-to-month,No,Credit card (automatic),113.13,3640.56,No,No,No
5632-JJQLW,Male,0,No,No,45,One year,Yes,Electronic check,52.0,2392.87,No,No,No
2669-TTRSZ,Female,0,Yes,No,36,Month-to-month,No,Bank transfer (automatic),20.8,808.04,No,No,No
8998-PPVTR,Female,0,Yes,No,2,One year,No,Mailed check,27.75,147.9,No,No,No
1800-WSAKU,Male,0,Yes,No,28,Month-to-month,No,Bank transfer (automatic),107.57,2947.07,No,No,Yes
1547-GCHWO,Female,0,Yes,No,20,One year,No,Electronic check,99.36,2066.73,No,No,Yes
8470-NRMRM,Female,0,Yes,No,40,Month-to-month,Yes,Bank transfer (automatic),91.49,3640.06,Yes,No,No
7204-BEBOZ,Male,0,Yes,No,10,Month-to-month,No,Electronic check,20.45,188.53,No,No,Yes
5548-LGGLI,Male,0,Yes,No,28,Two year,Yes,Credit card (automatic),41.7,1149.6,No,No,Yes
9754-HNERZ,Female,0,Yes,Yes,16,Two year,No,Credit card (automatic),112.05,1767.82,Yes,No,Yes
1489-PWOBC,Female,0,Yes,No,39,Month-to-month,Yes,Mailed check,47.88,1915.88,Yes,No,No
5806-HIXFF,Male,0,No,Yes,69,Two year,No,Mailed check,76.38,5274.43,No,No,Yes
5569-HXINS,Female,0,No,No,20,Month-to-month,No,Credit card (automatic),88.2,1741.22,No,Yes,No
8082-HMJBJ,Female,0,Yes,Yes,3,Month-to-month,Yes,Bank transfer (automatic),109.72,289.02,Yes,No,Yes
6716-WTBGG,Female,0,No,Yes,54,Month-to-month,Yes,Electronic check,53.26,2853.11,No,No,No
0223-DUGPA,Female,0,Yes,Yes,62,Month-to-month,No,Credit card (automatic),105.96,6595.76,No,No,Yes
2400-NFVRJ,Female,1,Yes,Yes,46,One year,Yes,Bank transfer (automatic),77.92,3581.15,No,No,No
0985-YRTPJ,Male,0,Yes,Yes,67,Month-to-month,No,Mailed check,49.73,3250.98,No,Yes,Yes
8559-NFNEL,Male,1,Yes,No,4,Two year,Yes,Credit card (automatic),40.62,206.18,No,Yes,Yes
4752-PKLJZ,Female,0,No,No,43,Month-to-month,Yes,Electronic check,102.67,4494.64,No,Yes,Yes
9846-WVEYM,Male,0,Yes,Yes,55,One year,No,Credit card (automatic),66.58,3683.22,No,Yes,No
5642-RLMIT,Male,0,Yes,No,55,Month-to-month,No,Credit card (automatic),119.99,6600.85,No,Yes,No
9524-ATYLP,Male,0,No,No,47,Month-to-month,Yes,Mailed check,57.47,2788.24,No,No,No
4365-BZHRT,Male,0,No,No,58,Month-to-month,No,Bank transfer (automatic),74.23,4279.44,Yes,Yes,No
4371-LRCSO,Male,0,No,Yes,52,One year,Yes,Mailed check,63.05,3289.34,No,No,Yes
6551-UGJDC,Male,0,Yes,Yes,65,Two year,Yes,Mailed check,72.68,4686.18,No,Yes,No
5006-VXYTA,Female,1,Yes,No,3,One year,No,Mailed check,36.48,86.05,No,No,No
7237-GDCYB,Female,0,Yes,No,72,Month-to-month,No,Electronic check,53.2,3878.7,No,Yes,Yes
0420-BWOGY,Female,0,Yes,Yes,19,One year,Yes,Mailed check,65.18,1315.06,No,No,No
2473-MGOGM,Female,0,No,Yes,52,Two year,No,Mailed check,66.8,3465.21,Yes,No,Yes
4460-XKBMH,Male,0,No,No,5,Month-to-month,Yes,Bank transfer (automatic),21.32,136.87,Yes,Yes,No
0202-TZYFX,Female,0,No,Yes,39,One year,Yes,Credit card (automatic),107.97,4253.64,No,No,No
4942-KAIAC,Male,0,No,No,71,Month-to-month,No,Credit card (automatic),38.2,2686.58,No,No,Yes
2406-ENVAK,Male,1,Yes,No,27,Month-to-month,Yes,Bank transfer (automatic),37.16,1023.63,Yes,Yes,No
7238-IVQXJ,Female,1,No,No,4,Month-to-month,No,Electronic check,46.07,208.44,No,Yes,No
4722-CMBTV,Male,0,Yes,Yes,4,Month-to-month,Yes,Credit card (automatic),26.27,98.69,Yes,Yes,No
4989-CEZAS,Male,0,No,No,48,Month-to-month,Yes,Electronic check,64.07,3043.81,No,No,No
2803-XMJRF,Female,0,Yes,Yes,54,One year,No,Mailed check,74.79,4029.54,No,Yes,No
9698-FUBEU,Male,0,No,No,14,Month-to-month,No,Credit card (automatic),57.18,876.41,No,No,Yes
7725-JVNBF,Male,0,Yes,Yes,70,Month-to-month,Yes,Mailed check,99.66,6961.51,Yes,No,No
5585-SRNOF,Female,0,No,No,11,Month-to-month,Yes,Bank transfer (automatic),76.23,872.85,Yes,No,Yes
1391-KVYZO,Male,0,No,Yes,7,One year,No,Bank transfer (automatic),28.57,259.93,No,No,Yes
6061-WKSOK,Female,0,Yes,Yes,48,Month-to-month,No,Credit card (automatic),69.8,3358.56,No,No,Yes
9068-AZTFU,Female,1,Yes,Yes,22,One year,Yes,Electronic check,32.99,808.62,No,No,No
3529-VWVUW,Male,0,No,No,8,Two year,No,Mailed check,20.88,202.06,No,No,No
0916-ZIYBH,Female,0,No,No,52,Month-to-month,No,Electronic check,106.17,5485.49,No,Yes,No
3761-IWBTX,Male,0,Yes,No,58,Month-to-month,No,Bank transfer (automatic),72.31,4152.11,Yes,Yes,Yes
4231-ABWLL,Male,1,No,No,17,Two year,Yes,Electronic check,94.91,1720.78,No,No,No
0362-MABEF,Male,0,No,Yes,54,One year,Yes,Bank transfer (automatic),22.72,1232.57,No,No,No
4675-UMJTQ,Male,0,No,No,60,Month-to-month,Yes,Bank transfer (automatic),119.05,7025.0,No,Yes,Yes
0017-GXLEA,Male,0,Yes,No,40,Month-to-month,Yes,Bank transfer (automatic),29.7,1193.72,Yes,Yes,No
1056-HEHAK,Female,0,No,No,19,Two year,No,Mailed check,118.11,2201.64,No,No,Yes
3859-RNKEL,Male,0,Yes,Yes,60,One year,Yes,Electronic check,112.99,6839.89,No,Yes,No
1791-MLNMS,Female,0,No,No,70,Month-to-month,Yes,Electronic check,102.03,7175.78,No,Yes,No
9787-UTPFV,Male,0,No,No,18,Month-to-month,Yes,Bank transfer (automatic),115.05,2077.03,No,No,Yes
5299-RVCVR,Male,0,No,No,25,Month-to-month,Yes,Credit card (automatic),102.97,2640.22,Yes,No,No
5472-IWVUF,Female,0,Yes,Yes,23,Month-to-month,No,Bank transfer (automatic),28.34,603.39,Yes,Yes,No
1935-ZKDUT,Male,0,No,No,2,Month-to-month,Yes,Credit card (automatic),62.18,126.12,No,No,No
5191-CWXGE,Female,0,No,No,12,One year,Yes,Credit card (automatic),50.83,619.7,No,Yes,No
3799-SHPCT,Male,0,No,No,32,Month-to-month,No,Credit card (automatic),103.03,3301.0,No,No,No
2575-AZPZL,Female,0,No,No,35,Month-to-month,Yes,Credit card (automatic),47.83,1659.11,No,No,No
3130-CMJNC,Male,0,Yes,Yes,34,One year,Yes,Credit card (automatic),96.47,3263.85,No,Yes,No
7395-QNJIY,Female,0,Yes,Yes,50,Month-to-month,Yes,Mailed check,57.76,2947.35,No,No,No
4098-HNDTF,Male,0,No,No,0,One year,Yes,Electronic check,113.16,0.0,No,Yes,No
8408-DCGAV,Male,0,No,No,9,Two year,No,Bank transfer (automatic),104.86,1002.99,No,Yes,Yes
7849-UPTBV,Male,0,Yes,No,5,Month-to-month,No,Mailed check,87.93,405.76,Yes,No,No
4635-GKDPE,Male,0,No,No,30,Month-to-month,Yes,Electronic check,38.72,1211.03,No,No,No
7620-QCBPU,Female,0,Yes,No,18,Month-to-month,Yes,Electronic check,34.86,679.82,No,Yes,No
2499-MOJKN,Male,0,Yes,No,49,One year,Yes,Credit card (automatic),119.71,5921.26,No,No,No
1101-EXAHU,Female,0,No,Yes,46,Month-to-month,No,Bank transfer (automatic),21.34,951.23,No,No,Yes
5307-ZBLNU,Female,0,No,No,70,Month-to-month,Yes,Credit card (automatic),21.86,1566.97,No,Yes,No
9241-QDTDV,Male,0,Yes,No,40,Month-to-month,No,Mailed check,78.82,3130.97,No,No,Yes
9604-ZABMR,Female,0,No,No,2,Two year,No,Bank transfer (automatic),104.16,168.67,No,Yes,Yes
5465-ZERPA,Male,0,Yes,No,65,Month-to-month,No,Credit card (automatic),100.31,6470.22,Yes,Yes,No
3189-ITQJK,Male,0,No,No,63,Month-to-month,Yes,Mailed check,70.88,4415.7,No,Yes,No
5882-JIQTM,Female,0,Yes,No,65,One year,No,Electronic check,37.11,2414.76,No,No,Yes
8318-DUMMB,Female,0,Yes,No,13,Month-to-month,Yes,Credit card (automatic),118.75,1561.97,Yes,Yes,Yes
6508-PKKTK,Female,0,Yes,No,69,Month-to-month,Yes,Bank transfer (automatic),20.52,1433.21,No,No,Yes
1962-XCIAL,Male,0,Yes,No,26,Month-to-month,No,Mailed check,51.73,1329.35,No,No,Yes
3553-BZWTL,Female,0,No,Yes,50,Month-to-month,Yes,Electronic check,117.87,5922.13,Yes,No,No
9303-CHULZ,Female,0,Yes,Yes,24,Two year,No,Mailed check,59.36,1414.35,No,Yes,Yes
9966-IPPUF,Male,0,Yes,Yes,57,Month-to-month,Yes,Mailed check,53.63,3105.93,Yes,No,No
2301-PRRSJ,Male,1,No,No,51,One year,No,Electronic check,109.96,5584.81,No,No,Yes
9736-BPEMV,Female,0,Yes,No,60,Two year,Yes,Credit card (automatic),51.18,3006.73,Yes,No,Yes
5213-WGMIN,Male,0,No,No,61,Month-to-month,No,Electronic check,23.99,1493.9,No,No,No
7061-BPSNF,Female,0,No,No,37,Month-to-month,Yes,Mailed check,31.77,1213.67,Yes,No,No
0043-MHLWY,Female,0,No,Yes,64,Month-to-month,Yes,Mailed check,103.45,6740.49,No,No,No
5987-HFIZH,Female,0,No,No,12,Month-to-month,No,Electronic check,48.15,588.21,No,No,No
8494-SCAWH,Male,1,No,No,13,Two year,Yes,Mailed check,77.02,931.48,No,Yes,Yes
8445-HOOOO,Male,0,Yes,No,45,Month-to-month,No,Electronic check,99.05,4482.91,Yes,No,No
5624-RFPIS,Male,0,Yes,Yes,4,Month-to-month,Yes,Credit card (automatic),119.67,491.92,No,No,Yes
4934-MRGMK,Female,0,Yes,Yes,24,Two year,No,Bank transfer (automatic),71.79,1685.57,Yes,No,No
4351-HNLCF,Female,0,Yes,No,30,Month-to-month,No,Electronic check,33.17,996.04,Yes,No,No
0363-AGEFL,Female,0,Yes,No,26,One year,Yes,Bank transfer (automatic),43.49,1121.78,Yes,No,Yes
8157-ONZWN,Male,1,Yes,No,56,Two year,Yes,Credit card (automatic),32.44,1852.46,No,No,Yes
6611-RWGQL,Male,0,No,No,29,Two year,Yes,Bank transfer (automatic),52.29,1565.47,No,No,Yes
9036-ZKLZZ,Male,0,No,No,50,Month-to-month,Yes,Mailed check,33.25,1648.48,Yes,Yes,Yes
1558-RUUEP,Female,0,No,No,22,Month-to-month,Yes,Bank transfer (automatic),29.61,698.28,No,No,No
1523-LXIOD,Female,0,Yes,Yes,5,Month-to-month,Yes,Mailed check,104.32,554.57,Yes,Yes,No
1806-SRUKC,Female,1,Yes,No,26,Month-to-month,No,Mailed check,90.65,2342.0,Yes,Yes,Yes
7021-NEQGJ,Female,0,No,No,15,One year,Yes,Credit card (automatic),39.73,634.23,No,Yes,Yes
2430-LCXES,Female,0,No,No,68,Two year,No,Bank transfer (automatic),102.92,6908.04,No,No,No
7579-XTCIC,Female,0,Yes,No,22,Month-to-month,Yes,Mailed check,65.48,1406.75,No,Yes,Yes
2789-JXKRD,Female,0,No,Yes,62,Month-to-month,No,Electronic check,67.25,4204.4,No,No,No
3381-XXQKM,Female,0,No,No,43,Month-to-month,Yes,Mailed check,110.64,4748.81,Yes,No,No
3809-OTLDB,Male,1,No,No,53,Month-to-month,Yes,Electronic check,91.59,4909.07,No,Yes,No
3160-IKJPD,Male,0,No,No,49,Month-to-month,No,Credit card (automatic),34.31,1675.72,No,Yes,Yes
4728-VRYFX,Male,0,No,No,0,Two year,Yes,Electronic check,84.57,0.0,No,No,No
5223-HNMJK,Male,0,No,Yes,71,Month-to-month,Yes,Mailed check,117.16,8217.21,No,No,Yes
0246-BBSLV,Male,0,Yes,No,32,Month-to-month,No,Credit card (automatic),67.32,2116.24,Yes,No,No
0478-BUIRI,Female,0,No,No,25,Month-to-month,No,Bank transfer (automatic),110.73,2779.7,Yes,No,Yes
2141-ZIGXP,Male,0,No,Yes,52,Month-to-month,No,Credit card (automatic),68.97,3488.1,Yes,Yes,Yes
0439-AFALW,Female,0,Yes,No,65,One year,No,Mailed check,66.46,4349.64,No,No,No
7572-TOWOK,Female,0,Yes,No,32,Month-to-month,Yes,Electronic check,74.52,2340.85,Yes,No,Yes
0800-JGZNW,Male,0,No,Yes,13,Month-to-month,No,Electronic check,31.29,434.87,No,No,Yes
4918-BZEVM,Male,0,Yes,No,21,Month-to-month,Yes,Bank transfer (automatic),38.06,847.48,Yes,No,Yes
8580-PLYFL,Female,0,Yes,No,19,Two year,No,Electronic check,97.32,1838.94,No,Yes,No
1171-QYFEA,Male,0,No,No,45,Month-to-month,Yes,Mailed check,32.39,1523.24,No,No,No
8799-CRRVS,Male,0,Yes,No,9,One year,No,Mailed check,73.53,671.22,No,Yes,Yes
8847-EAFTP,Male,0,Yes,Yes,70,Two year,Yes,Credit card (automatic),45.22,3104.62,No,Yes,Yes
5657-HVYZV,Male,0,No,No,33,One year,Yes,Bank transfer (automatic),108.7,3590.23,No,No,No
7593-SNPHU,Female,0,No,No,2,Month-to-month,No,Credit card (automatic),38.38,145.98,No,No,Yes
9572-XMCQS,Male,0,No,No,36,Two year,No,Bank transfer (automatic),117.82,4248.34,No,Yes,No
3164-XYRQT,Male,1,No,No,23,One year,No,Bank transfer (automatic),90.77,2051.48,No,No,No
3489-PRELV,Female,0,Yes,No,12,Two year,Yes,Mailed check,55.09,703.04,No,No,No
5798-MSYFZ,Female,0,Yes,Yes,37,One year,No,Mailed check,86.56,3310.81,No,No,Yes
3076-YDDNA,Female,0,Yes,No,14,Month-to-month,Yes,Bank transfer (automatic),29.03,410.19,No,No,Yes
3805-DQFKO,Female,1,No,No,42,Month-to-month,No,Credit card (automatic),28.84,1253.23,No,No,No
8433-LWWMT,Female,0,No,Yes,28,Two year,Yes,Bank transfer (automatic),90.44,2528.7,No,Yes,No
8975-VUVTE,Female,0,No,Yes,53,One year,No,Credit card (automatic),91.56,4872.6,No,No,No
6623-XNXCI,Male,0,Yes,Yes,61,One year,Yes,Mailed check,94.23,5752.63,No,No,Yes
9491-FRTVW,Female,0,No,No,64,One year,No,Credit card (automatic),76.64,4766.01,No,Yes,No
9763-LBSBG,Female,0,No,No,67,Two year,Yes,Electronic check,103.7,6980.77,No,Yes,No
6453-EVTPG,Male,0,No,No,10,Month-to-month,Yes,Bank transfer (automatic),59.57,560.43,No,No,No
0315-MSXZG,Male,0,Yes,No,7,Month-to-month,Yes,Electronic check,114.01,746.6,No,Yes,No
2325-ZMFSJ,Female,0,No,Yes,26,Month-to-month,Yes,Mailed check,43.76,1153.11,Yes,No,Yes
9954-YROBW,Male,0,No,No,4,Two year,No,Credit card (automatic),55.35,228.03,No,No,Yes
9098-KMGCO,Female,0,No,No,71,One year,Yes,Electronic check,89.28,6387.71,No,Yes,No
9242-QGIMT,Male,0,Yes,No,35,Two year,Yes,Credit card (automatic),79.71,2857.71,No,No,No
0599-CZKCU,Male,1,Yes,Yes,66,One year,No,Bank transfer (automatic),77.14,4988.95,No,No,No
0701-NMSAS,Female,1,No,No,17,Two year,Yes,Electronic check,37.75,659.08,Yes,No,No
1219-IVOQJ,Female,0,Yes,No,35,Month-to-month,Yes,Mailed check,82.48,2852.87,Yes,Yes,Yes
9865-HBQTY,Male,0,No,No,49,Month-to-month,Yes,Mailed check,75.11,3637.19,No,No,No
7955-WKXHD,Male,0,No,No,46,Month-to-month,Yes,Electronic check,69.17,3207.51,No,No,No
6021-QIZER,Female,0,Yes,Yes,28,One year,Yes,Credit card (automatic),22.02,578.67,Yes,No,Yes
9776-XYIPZ,Male,0,Yes,No,46,Month-to-month,Yes,Credit card (automatic),54.44,2507.81,Yes,No,Yes
0209-ZKPML,Male,0,No,No,71,Month-to-month,No,Bank transfer (automatic),70.78,5030.03,No,Yes,No
5020-PFZQI,Male,0,Yes,No,9,One year,Yes,Credit card (automatic),94.81,784.2,No,Yes,No
1121-HCPAO,Female,0,No,No,69,Month-to-month,Yes,Bank transfer (automatic),104.28,7170.26,Yes,Yes,No
0308-JBTEJ,Female,1,No,Yes,31,Two year,No,Mailed check,58.04,1801.96,Yes,No,No
2453-ZHEMJ,Female,0,No,No,28,Month-to-month,No,Bank transfer (automatic),55.41,1571.78,Yes,No,Yes
6293-RNXYK,Male,0,No,Yes,49,Two year,Yes,Mailed check,115.22,5656.74,No,No,No
1256-CTXHT,Male,0,Yes,No,17,Month-to-month,Yes,Electronic check,57.7,967.53,No,No,No
1245-UTROL,Male,0,No,No,44,Month-to-month,No,Electronic check,95.61,4218.43,No,No,Yes
4011-ZICMC,Female,0,Yes,Yes,23,Two year,No,Credit card (automatic),30.15,807.9,Yes,No,Yes
8916-GZMVK,Female,0,Yes,Yes,69,Month-to-month,Yes,Electronic check,104.8,7188.82,Yes,Yes,No
1936-JOMEZ,Male,0,No,No,58,Month-to-month,No,Electronic check,51.78,3010.28,No,No,Yes
2287-TTDRX,Male,0,No,No,33,Month-to-month,Yes,Bank transfer (automatic),105.2,3478.38,No,No,No
6068-UFLSX,Female,0,Yes,No,44,Month-to-month,Yes,Electronic check,71.07,3146.22,No,Yes,No
9567-WDCPI,Male,0,No,No,35,Two year,Yes,Electronic check,92.4,3277.12,Yes,No,Yes
0638-WCGKI,Female,0,Yes,Yes,34,Two year,No,Credit card (automatic),21.24,696.37,No,Yes,No
1495-UDRDU,Male,0,No,No,33,One year,Yes,Electronic check,85.65,2705.84,No,No,No
8829-OQPVJ,Male,0,Yes,Yes,67,Month-to-month,Yes,Credit card (automatic),104.06,6943.87,No,No,No
9006-KSAEG,Female,0,No,Yes,25,One year,Yes,Credit card (automatic),56.44,1377.52,No,No,No
0209-VZCKG,Male,0,No,Yes,24,One year,Yes,Bank transfer (automatic),111.74,2571.69,No,No,Yes
2973-DLMEF,Female,0,No,No,68,Month-to-month,No,Bank transfer (automatic),37.22,2522.33,No,Yes,No
7498-RAWUV,Male,0,Yes,No,66,Month-to-month,Yes,Electronic check,116.65,7755.36,No,Yes,No
9630-BYEBQ,Male,0,No,No,28,Month-to-month,Yes,Electronic check,96.84,2688.82,No,Yes,No
2858-OGOVR,Male,0,Yes,Yes,53,Two year,Yes,Electronic check,53.93,2944.5,No,Yes,Yes
1180-OTNTU,Female,0,Yes,No,15,Month-to-month,Yes,Electronic check,72.62,1081.81,Yes,No,Yes
4690-BCORB,Female,0,Yes,No,68,Month-to-month,No,Credit card (automatic),23.54,1623.11,Yes,No,Yes
0505-BAIQD,Male,0,No,No,12,Month-to-month,Yes,Bank transfer (automatic),89.09,1121.36,No,No,Yes
0716-VEIKX,Female,1,Yes,No,66,Month-to-month,Yes,Mailed check,81.45,5413.2,No,Yes,No
2381-XWBYJ,Female,0,Yes,No,3,Month-to-month,Yes,Mailed check,24.17,178.22,Yes,No,Yes
1068-OAXNH,Male,0,No,No,29,One year,No,Mailed check,81.25,2359.56,No,No,Yes
3735-TTVFJ,Female,0,No,No,59,Month-to-month,Yes,Bank transfer (automatic),92.14,5485.18,No,No,Yes
5158-FQBAC,Male,0,Yes,Yes,43,Two year,Yes,Credit card (automatic),22.77,924.66,No,No,No
7708-JNSFM,Male,1,No,Yes,35,Month-to-month,No,Electronic check,106.99,3803.73,No,Yes,No
5134-IPECN,Male,1,No,No,6,Month-to-month,Yes,Bank transfer (automatic),27.75,179.8,No,Yes,No
6074-XUDEN,Male,1,No,No,21,Month-to-month,No,Electronic check,48.56,980.96,No,No,Yes
6726-DBLIO,Male,0,No,No,3,Month-to-month,Yes,Bank transfer (automatic),110.99,306.14,Yes,No,No
3005-GZFPZ,Female,0,No,No,42,Two year,No,Credit card (automatic),22.03,857.98,No,No,No
5697-BNIXP,Male,0,No,No,17,Two year,No,Bank transfer (automatic),58.18,923.23,No,No,No
8814-YBMRI,Male,0,Yes,Yes,21,Month-to-month,Yes,Credit card (automatic),64.53,1376.98,Yes,Yes,No
3109-PBBNN,Male,0,No,No,47,Month-to-month,Yes,Mailed check,118.17,5558.67,Yes,Yes,No
8891-FOSSR,Female,0,No,No,26,One year,Yes,Mailed check,90.84,2371.9,No,Yes,No
0133-LKYZG,Female,0,Yes,No,29,Month-to-month,Yes,Mailed check,97.03,2874.17,Yes,Yes,No
4987-ZSQFX,Male,0,No,No,30,One year,Yes,Bank transfer (automatic),112.91,3394.9,No,Yes,No
0187-OHPCY,Male,0,Yes,Yes,6,Two year,Yes,Bank transfer (automatic),95.34,508.01,No,No,Yes
3282-EBCGR,Male,0,Yes,No,13,Two year,Yes,Mailed check,39.4,530.63,No,Yes,No
